crime,number,date,location,beat,neighborhood,npu,lat,long,Month,Day,Year,latLong,name,rating,vicinity,price level,user_ratings_total,store count,new_column
BURGLARY-RESIDENCE,163291529,11/24/2016,20 10TH ST NW,503,Midtown,E,33.78,-84.39,11,24,2016,"33.78,-84.39",,,,,,4,store count
BURGLARY-RESIDENCE,160930906,04/02/2016,930 SPRING ST NW,503,Midtown,E,33.78,-84.39,4,2,2016,"33.78,-84.39",,,,,,4,store count
BURGLARY-RESIDENCE,163042297,10/30/2016,3354 EISENHOWER CIR SE,313,South River Gardens,Z,33.66,-84.36,10,30,2016,"33.66,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,162922255,10/18/2016,3440 EISENHOWER CIR SE,313,South River Gardens,Z,33.66,-84.36,10,18,2016,"33.66,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,160372021,02/06/2016,979 ROOSEVELT DR SE,313,South River Gardens,Z,33.66,-84.36,2,6,2016,"33.66,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,161652086,06/13/2016,979 ROOSEVELT DR SE,313,South River Gardens,Z,33.66,-84.36,6,13,2016,"33.66,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,162021743,07/20/2016,3450 FORREST PARK RD SE,313,South River Gardens,Z,33.66,-84.36,7,20,2016,"33.66,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,163042330,10/30/2016,384 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76,-84.37,10,30,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,163003420,10/27/2016,180 JACKSON STREET,604,Sweet Auburn,M,33.76,-84.37,10,27,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,163122592,11/07/2016,433 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76,-84.37,11,7,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,160311463,01/31/2016,180 JACKSON ST NE,604,Sweet Auburn,M,33.76,-84.37,1,31,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,160253200,01/25/2016,435 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76,-84.37,1,25,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,160223014,01/22/2016,660 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76,-84.37,1,22,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,160161217,01/16/2016,68 HOWELL ST NE,604,Old Fourth Ward,M,33.76,-84.37,1,16,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,160133074,01/13/2016,180 JACKSON ST NE,604,Sweet Auburn,M,33.76,-84.37,1,13,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,160112643,01/11/2016,444 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76,-84.37,1,11,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,160053028,01/05/2016,180 JACKSON ST NE,604,Sweet Auburn,M,33.76,-84.37,1,5,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,160041567,01/04/2016,180 JACKSON ST NE,604,Sweet Auburn,M,33.76,-84.37,1,4,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,160042646,01/04/2016,180 JACKSON ST NE,604,Sweet Auburn,M,33.76,-84.37,1,4,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,160042663,01/04/2016,180 JACKSON ST NE,604,Sweet Auburn,M,33.76,-84.37,1,4,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,163642646,12/29/2016,660 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76,-84.37,12,29,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,163531395,12/18/2016,180 JACKSON ST NE,604,Sweet Auburn,M,33.76,-84.37,12,18,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,163443229,12/09/2016,180 JACKSON ST NE,604,Sweet Auburn,M,33.76,-84.37,12,9,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,160460999,02/15/2016,433 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76,-84.37,2,15,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,160703191,03/10/2016,180 JACKSON ST NE,604,Sweet Auburn,M,33.76,-84.37,3,10,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,161210300,04/30/2016,180 JACKSON ST NE,604,Sweet Auburn,M,33.76,-84.37,4,30,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,161142653,04/23/2016,180 JACKSON ST NE,604,Sweet Auburn,M,33.76,-84.37,4,23,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,161102082,04/19/2016,433 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76,-84.37,4,19,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,161103131,04/19/2016,433 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76,-84.37,4,19,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,161492700,05/28/2016,433 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.76,-84.37,5,28,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,161480058,05/27/2016,180 JACKSON ST NE,604,Sweet Auburn,M,33.76,-84.37,5,27,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,161672249,06/15/2016,180 JACKSON ST NE,604,Sweet Auburn,M,33.76,-84.37,6,15,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,161660331,06/14/2016,384 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76,-84.37,6,14,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,161901244,07/08/2016,226 CORLEY ST NE,604,Old Fourth Ward,M,33.76,-84.37,7,8,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,162741931,09/30/2016,180 JACKSON ST NE,604,Sweet Auburn,M,33.76,-84.37,9,30,2016,"33.76,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,163042484,10/30/2016,439 OAKSIDE DR SW,407,Wisteria Gardens,H,33.76,-84.51,10,30,2016,"33.76,-84.51",,,,,,4,store count
BURGLARY-RESIDENCE,160193126,01/19/2016,3724 MARTIN L KING JR DR SW,407,Adamsville,H,33.76,-84.51,1,19,2016,"33.76,-84.51",,,,,,4,store count
BURGLARY-RESIDENCE,163501992,12/15/2016,487 OAKSIDE DR SW,407,Wisteria Gardens,H,33.76,-84.51,12,15,2016,"33.76,-84.51",,,,,,4,store count
BURGLARY-RESIDENCE,160622090,03/02/2016,3883 ADAMSVILLE DR SW,407,Baker Hills,H,33.76,-84.51,3,2,2016,"33.76,-84.51",,,,,,4,store count
BURGLARY-RESIDENCE,161490854,05/28/2016,3940 WISTERIA LN SW,407,Wisteria Gardens,H,33.76,-84.51,5,28,2016,"33.76,-84.51",,,,,,4,store count
BURGLARY-RESIDENCE,161292219,05/08/2016,439 OAKSIDE DR SW,407,Wisteria Gardens,H,33.76,-84.51,5,8,2016,"33.76,-84.51",,,,,,4,store count
BURGLARY-RESIDENCE,162230634,08/10/2016,3755 BAKERS FERRY RD SW,407,Adamsville,H,33.76,-84.51,8,10,2016,"33.76,-84.51",,,,,,4,store count
BURGLARY-RESIDENCE,162931077,10/19/2016,1050 GUN CLUB RD NW,110,Almond Park,G,33.78,-84.46,10,19,2016,"33.78,-84.46",,,,,,4,store count
BURGLARY-RESIDENCE,163221755,11/17/2016,1040 GUN CLUB RD NW,110,Almond Park,G,33.78,-84.46,11,17,2016,"33.78,-84.46",,,,,,4,store count
BURGLARY-RESIDENCE,163512949,12/16/2016,1033 HOLLYWOOD RD NW,110,Almond Park,G,33.78,-84.46,12,16,2016,"33.78,-84.46",,,,,,4,store count
BURGLARY-RESIDENCE,161072679,04/16/2016,1033 HOLLYWOOD RD NW,110,Almond Park,G,33.78,-84.46,4,16,2016,"33.78,-84.46",,,,,,4,store count
BURGLARY-RESIDENCE,160991505,04/08/2016,1095 GUN CLUB RD NW,110,Grove Park,J,33.78,-84.46,4,8,2016,"33.78,-84.46",,,,,,4,store count
BURGLARY-RESIDENCE,161441303,05/23/2016,1065 ADA AVE NW,109,Almond Park,G,33.78,-84.46,5,23,2016,"33.78,-84.46",,,,,,4,store count
BURGLARY-RESIDENCE,161812763,06/29/2016,1073 HOLLYWOOD RD NW,110,Almond Park,G,33.78,-84.46,6,29,2016,"33.78,-84.46",,,,,,4,store count
BURGLARY-RESIDENCE,161552192,06/03/2016,15 JOHNSON RD NW,110,Grove Park,J,33.78,-84.46,6,3,2016,"33.78,-84.46",,,,,,4,store count
BURGLARY-RESIDENCE,162012545,07/20/2016,1033 HOLLYWOOD RD NW,110,Almond Park,G,33.78,-84.46,7,20,2016,"33.78,-84.46",,,,,,4,store count
BURGLARY-RESIDENCE,161901866,07/08/2016,50 MILDRED PL NW,109,Almond Park,G,33.78,-84.46,7,8,2016,"33.78,-84.46",,,,,,4,store count
BURGLARY-RESIDENCE,161830188,07/01/2016,1033 HOLLYWOOD RD NW,110,Almond Park,G,33.78,-84.46,7,1,2016,"33.78,-84.46",,,,,,4,store count
BURGLARY-RESIDENCE,162351767,08/22/2016,833 N GRAND AVE NW,109,Center Hill,J,33.78,-84.46,8,22,2016,"33.78,-84.46",,,,,,4,store count
BURGLARY-RESIDENCE,162222696,08/09/2016,839 WOOD ST NW,109,Grove Park,J,33.78,-84.46,8,9,2016,"33.78,-84.46",,,,,,4,store count
BURGLARY-RESIDENCE,162211345,08/08/2016,1093 GUN CLUB RD NW,110,Grove Park,J,33.78,-84.46,8,8,2016,"33.78,-84.46",,,,,,4,store count
BURGLARY-RESIDENCE,162581198,09/14/2016,1065 ADA AVE NW,109,Almond Park,G,33.78,-84.46,9,14,2016,"33.78,-84.46",,,,,,4,store count
BURGLARY-RESIDENCE,162502447,09/06/2016,1033 HOLLYWOOD RD NW,110,Almond Park,G,33.78,-84.46,9,6,2016,"33.78,-84.46",,,,,,4,store count
BURGLARY-RESIDENCE,162451224,09/01/2016,1033 HOLLYWOOD RD NW,110,Almond Park,G,33.78,-84.46,9,1,2016,"33.78,-84.46",,,,,,4,store count
BURGLARY-RESIDENCE,163280565,11/23/2016,522 ENGLISH AVE NW,103,English Avenue,L,33.77,-84.41,11,23,2016,"33.77,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,163590273,12/24/2016,402 SUNSET AVE NW,103,English Avenue,L,33.77,-84.41,12,24,2016,"33.77,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,163590736,12/24/2016,440 ELM ST NW,103,English Avenue,L,33.77,-84.41,12,24,2016,"33.77,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,161182743,04/27/2016,379 ANDREW J HAIRSTON PL NW,103,English Avenue,L,33.77,-84.41,4,27,2016,"33.77,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,161022318,04/24/2016,629 PAINES AVE ,103,English Avenue,L,33.77,-84.41,4,24,2016,"33.77,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,161122312,04/21/2016,472 PAINES AVE NW,103,English Avenue,L,33.77,-84.41,4,21,2016,"33.77,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,161801512,06/28/2016,551 JAMES P BRAWLEY DR NW,103,English Avenue,L,33.77,-84.41,6,28,2016,"33.77,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,162252556,08/12/2016,662 CAMERON M ALEXANDER BLVD NW,103,English Avenue,L,33.77,-84.41,8,12,2016,"33.77,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,162141640,08/01/2016,379 ANDREW J HAIRSTON PL NW,103,English Avenue,L,33.77,-84.41,8,1,2016,"33.77,-84.41",,,,,,3,store count
BURGLARY-RESIDENCE,163041318,10/30/2016,850 CANTERBURY OVERLOOK NE,210,Pine Hills,B,33.83,-84.36,10,30,2016,"33.83,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,162961036,10/22/2016,925 CANTERBURY RD NE,210,Pine Hills,B,33.83,-84.36,10,22,2016,"33.83,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,163092800,11/04/2016,2330 ARBOR GATES DR NE,210,Pine Hills,B,33.83,-84.36,11,4,2016,"33.83,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,163461356,12/11/2016,2865 LENOX RD NE,210,Pine Hills,B,33.83,-84.36,12,11,2016,"33.83,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,163461995,12/11/2016,740 SIDNEY MARCUS BLVD NE,211,Lindbergh/Morosgo,B,33.83,-84.36,12,11,2016,"33.83,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,163373117,12/02/2016,2865 LENOX RD NE,210,Pine Hills,B,33.83,-84.36,12,2,2016,"33.83,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,160892668,03/29/2016,760 SIDNEY MARCUS BLVD NE @HIGH RISE,211,Lindbergh/Morosgo,B,33.83,-84.36,3,29,2016,"33.83,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,161822855,06/30/2016,2855 OVERLOOK TRCE NE,210,Pine Hills,B,33.83,-84.36,6,30,2016,"33.83,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,161741497,06/22/2016,740 SIDNEY MARCUS BLVD,211,Lindbergh/Morosgo,B,33.83,-84.36,6,22,2016,"33.83,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,161921970,07/10/2016,2848 LENOX RD NE,210,Pine Hills,B,33.83,-84.36,7,10,2016,"33.83,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,162742957,09/30/2016,765 SIDNEY MARCUS BLVD NE,211,Lindbergh/Morosgo,B,33.83,-84.36,9,30,2016,"33.83,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,162540280,09/10/2016,2540 SIBLEY DR NE,210,Pine Hills,B,33.83,-84.36,9,10,2016,"33.83,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,160352543,02/04/2016,794 FLAT SHOALS AVE SE,612,East Atlanta,W,33.73,-84.34,2,4,2016,"33.73,-84.34",,,,,,3,store count
BURGLARY-RESIDENCE,160881893,03/28/2016,731 STOKESWOOD AVE SE,612,East Atlanta,W,33.73,-84.34,3,28,2016,"33.73,-84.34",,,,,,3,store count
BURGLARY-RESIDENCE,161352377,05/14/2016,811 FLAT SHOALS AVE SE,612,East Atlanta,W,33.73,-84.34,5,14,2016,"33.73,-84.34",,,,,,3,store count
BURGLARY-RESIDENCE,161711954,06/19/2016,731 MAYNARD TER SE,612,East Atlanta,W,33.73,-84.34,6,19,2016,"33.73,-84.34",,,,,,3,store count
BURGLARY-RESIDENCE,161712107,06/19/2016,737 MAYNARD TER SE,612,East Atlanta,W,33.73,-84.34,6,19,2016,"33.73,-84.34",,,,,,3,store count
BURGLARY-RESIDENCE,162081555,07/26/2016,720 BLAKE AVE SE,612,East Atlanta,W,33.73,-84.34,7,26,2016,"33.73,-84.34",,,,,,3,store count
BURGLARY-RESIDENCE,162442948,08/31/2016,740 PASLEY AVE SE,612,East Atlanta,W,33.73,-84.34,8,31,2016,"33.73,-84.34",,,,,,3,store count
BURGLARY-RESIDENCE,163261075,11/21/2016,205 7TH ST NE,505,Midtown,E,33.78,-84.38,11,21,2016,"33.78,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,163101271,11/05/2016,275 10TH ST NE,503,Midtown,E,33.78,-84.38,11,5,2016,"33.78,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,163071549,11/02/2016,955 MYRTLE ST NE,503,Midtown,E,33.78,-84.38,11,2,2016,"33.78,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,163381482,12/03/2016,205 7TH ST NE,505,Midtown,E,33.78,-84.38,12,3,2016,"33.78,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,160473264,02/16/2016,975 MYRTLE ST NE,503,Midtown,E,33.78,-84.38,2,16,2016,"33.78,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,161190014,04/28/2016,885 GLENDALE TER NE,506,Midtown,E,33.78,-84.38,4,28,2016,"33.78,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,161461847,05/25/2016,955 JUNIPER ST NE,503,Midtown,E,33.78,-84.38,5,25,2016,"33.78,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,161351267,05/14/2016,957 PIEDMONT AVE NE,503,Midtown,E,33.78,-84.38,5,14,2016,"33.78,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,161581831,06/06/2016,250 10TH ST NE,502,Midtown,E,33.78,-84.38,6,6,2016,"33.78,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,162072453,07/25/2016,754 JUNIPER ST NE,505,Midtown,E,33.78,-84.38,7,25,2016,"33.78,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,162060542,07/24/2016,331 6TH ST NE,506,Midtown,E,33.78,-84.38,7,24,2016,"33.78,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,161973019,07/15/2016,860 PEACHTREE ST NE,505,Midtown,E,33.78,-84.38,7,15,2016,"33.78,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,161931890,07/11/2016,900 PEACHTREE ST NE,505,Midtown,E,33.78,-84.38,7,11,2016,"33.78,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,161892167,07/07/2016,905 JUNIPER ST NE,505,Midtown,E,33.78,-84.38,7,7,2016,"33.78,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,162300514,08/17/2016,930 PIEDMONT AVE NE,503,Midtown,E,33.78,-84.38,8,17,2016,"33.78,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,162301932,08/17/2016,1100 PIEDMONT AVE NE,503,Midtown,E,33.78,-84.38,8,17,2016,"33.78,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,160162355,01/16/2016,741 FREDERICA ST NE,601,Virginia Highland,F,33.77,-84.36,1,16,2016,"33.77,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,160152535,01/15/2016,580 LINWOOD AVE NE,602,Poncey-Highland,N,33.77,-84.36,1,15,2016,"33.77,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,160151701,01/15/2016,819 NORTH AVE NE,602,Poncey-Highland,N,33.77,-84.36,1,15,2016,"33.77,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,160131560,01/13/2016,978 NORTH AVE NE,602,Poncey-Highland,N,33.77,-84.36,1,13,2016,"33.77,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,160081679,01/08/2016,946 NORTH AVE NE,602,Poncey-Highland,N,33.77,-84.36,1,8,2016,"33.77,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,160892447,03/29/2016,747 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.77,-84.36,3,29,2016,"33.77,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,160752944,03/15/2016,400 VILLAGE PKWY NE,602,Poncey-Highland,N,33.77,-84.36,3,15,2016,"33.77,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,161201739,04/29/2016,910 PONCE DE LEON AVE NE,601,Virginia Highland,F,33.77,-84.36,4,29,2016,"33.77,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,161062427,04/15/2016,747 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.77,-84.36,4,15,2016,"33.77,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,160961677,04/05/2016,664 SOMERSET TER NE,602,Poncey-Highland,N,33.77,-84.36,4,5,2016,"33.77,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,160961782,04/05/2016,660 SOMERSET TER NE,602,Poncey-Highland,N,33.77,-84.36,4,5,2016,"33.77,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,161511729,05/30/2016,755 NORTH AVE NE,602,Poncey-Highland,N,33.77,-84.36,5,30,2016,"33.77,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,161362334,05/15/2016,747 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.77,-84.36,5,15,2016,"33.77,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,161942325,07/12/2016,755 NORTH AVE NE,602,Poncey-Highland,N,33.77,-84.36,7,12,2016,"33.77,-84.36",,,,,,3,store count
BURGLARY-RESIDENCE,162872179,10/13/2016,2239 TIGER FLOWERS DR NW,108,Dixie Hills,J,33.76,-84.46,10,13,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,162791564,10/05/2016,2274 TIGER FLOWERS DR NW,108,Dixie Hills,J,33.76,-84.46,10,5,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,163161829,11/11/2016,143 HYACINTH AVE NW,108,Dixie Hills,J,33.76,-84.46,11,11,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,160291137,01/29/2016,169 WADLEY ST NW,108,Dixie Hills,J,33.76,-84.46,1,29,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,160121505,01/12/2016,156 FAIRFIELD PL NW,108,Dixie Hills,J,33.76,-84.46,1,12,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,160111707,01/11/2016,2230 PENELOPE ST NW,108,Dixie Hills,J,33.76,-84.46,1,11,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,163580893,12/23/2016,2190 VERBENA ST NW,108,Dixie Hills,J,33.76,-84.46,12,23,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,163581562,12/23/2016,2210 PANSY ST NW,108,Dixie Hills,J,33.76,-84.46,12,23,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,163541832,12/19/2016,2333 TIGER FLOWERS DR NW,108,Dixie Hills,J,33.76,-84.46,12,19,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,160471871,02/16/2016,2230 PENELOPE ST NW,108,Dixie Hills,J,33.76,-84.46,2,16,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,160352804,02/04/2016,2125 JOSEPH E BOONE BLVD NW,108,Center Hill,J,33.76,-84.46,2,4,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,160822521,03/22/2016,160 DAHLIA AVE NW,108,Dixie Hills,J,33.76,-84.46,3,22,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,161202112,04/29/2016,200 CARVER CIR NW,108,Dixie Hills,J,33.76,-84.46,4,29,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,161182537,04/27/2016,2226 TIGER FLOWERS DR NW,108,Dixie Hills,J,33.76,-84.46,4,27,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,161331406,05/12/2016,2090 TIGER FLOWERS DR NW,108,Dixie Hills,J,33.76,-84.46,5,12,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,161291114,05/08/2016,2090 TIGER FLOWERS DR NW,108,Dixie Hills,J,33.76,-84.46,5,8,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,161762586,06/24/2016,2231 PENELOPE ST NW,108,Dixie Hills,J,33.76,-84.46,6,24,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,161552233,06/03/2016,311 WADLEY ST NW,108,Dixie Hills,J,33.76,-84.46,6,3,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,161931906,07/11/2016,2081 BETHEL DR NW,108,Dixie Hills,J,33.76,-84.46,7,11,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,162402111,08/27/2016,2190 VERBENA ST NW,108,Dixie Hills,J,33.76,-84.46,8,27,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,162281892,08/15/2016,179 SEWANEE AVE NW,108,Dixie Hills,J,33.76,-84.46,8,15,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,162611253,09/17/2016,164 DAHLIA AVE NW,108,Dixie Hills,J,33.76,-84.46,9,17,2016,"33.76,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,162961506,10/22/2016,957 BURNS DR SW,306,Sylvan Hills,X,33.71,-84.42,10,22,2016,"33.71,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,162902229,10/16/2016,1701 LANGSTON AVE SW,306,Sylvan Hills,X,33.71,-84.42,10,16,2016,"33.71,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,162891628,10/15/2016,1525 MELROSE DR SW,306,Sylvan Hills,X,33.71,-84.42,10,15,2016,"33.71,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,162852519,10/11/2016,953 KATHERWOOD DR SW,306,Sylvan Hills,X,33.71,-84.42,10,11,2016,"33.71,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,162852820,10/11/2016, 1088 VICTORY DRIVE SW,306,Sylvan Hills,X,33.71,-84.42,10,11,2016,"33.71,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,163241145,11/19/2016,1090 DECKNER AVE SW,306,Sylvan Hills,X,33.71,-84.42,11,19,2016,"33.71,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,163221595,11/17/2016,1545 LANGSTON AVE SW,306,Sylvan Hills,X,33.71,-84.42,11,17,2016,"33.71,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,163191578,11/14/2016,1647 MELROSE DR SW,306,Sylvan Hills,X,33.71,-84.42,11,14,2016,"33.71,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,163112474,11/06/2016,1012 BYRON DR SW,306,Sylvan Hills,X,33.71,-84.42,11,6,2016,"33.71,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,163620821,12/27/2016,1607 SYLVAN RD SW,306,Sylvan Hills,X,33.71,-84.42,12,27,2016,"33.71,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,160482980,02/17/2016,818 BURCHILL ST SW,306,Sylvan Hills,X,33.71,-84.42,2,17,2016,"33.71,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,160433263,02/12/2016,810 BELFAST ST SW,306,Sylvan Hills,X,33.71,-84.42,2,12,2016,"33.71,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,160342356,02/03/2016,1745 BREWER BLVD SW,306,Sylvan Hills,X,33.71,-84.42,2,3,2016,"33.71,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,160321850,02/01/2016,944 KATHERWOOD DR SW,306,Sylvan Hills,X,33.71,-84.42,2,1,2016,"33.71,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,160891309,03/29/2016,1595 MELROSE DR SW,306,Sylvan Hills,X,33.71,-84.42,3,29,2016,"33.71,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,160892054,03/29/2016,1072 VICTORY DR SW,306,Sylvan Hills,X,33.71,-84.42,3,29,2016,"33.71,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,160812412,03/21/2016,956 VICTORY DR SW,306,Sylvan Hills,X,33.71,-84.42,3,21,2016,"33.71,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,160771678,03/17/2016,956 VICTORY DR SW,306,Sylvan Hills,X,33.71,-84.42,3,17,2016,"33.71,-84.42",,,,,,3,store count
